author,authorIsChannelOwner,cid,comment,commentsCount,hasCreatorHeart,pageUrl,publishedTimeText,replyCount,replyToCid,title,type,videoId,voteCount,sentiment,sentiment_confidence
@ghefiraahmad2609,False,UgzaObpyrtlrhjKG0794AaABAg,"OMG SYLUS WITH HIS CAR🤩🤩🤩🤩🤩🤩🤩 Damn hot🔥 

And Zayne, that was the first time I saw him holding a gun ❤❤❤❤",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,4 weeks ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9898015856742859
@LoVeWitchex,False,Ugw2dB1xlm3J99F5i1x4AaABAg,"HOLD UP FREE 1,000 DIAS AND CLOTHES FOR FREE? THIS IS MY MOMENT💔💔💔💔",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.7422123551368713
@viiaxavier,False,UgwdkrXMtcYrg8SfR914AaABAg,THIS GOT ME CHOKE,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9990430474281311
@gloryralle1,False,UgwN0dNPwUQsmBTEUQp4AaABAg,OMG YES 🎉🎉🎉❤❤❤ this is so fucking cool!!!!!!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9994701743125916
@lavieenrose_marie,False,UgxxmeVOTdMqqhgoveV4AaABAg,Snowcrow is so canon!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9996579885482788
@ClearlyElemental,False,UgxJLnjMbgNojdG4BFx4AaABAg,"The 2 LI's I play/care about the least, and yet... I'M EXCITED!!",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9976825714111328
@msredemption3635,False,UgyMdg9LAhDf5AWIn5V4AaABAg,WHAT A TIME TO BE A SNOWCROW GIRLIE,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9319033622741699
@starhoshibyul,False,UgxWLQKHSWk5WP2q59J4AaABAg,This game deserve a whole movie/animation tbh. Some people won't get it but if you read the lores & plot it really worth a whole cinematic experience.,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,5,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,637,POSITIVE,0.995069146156311
@cuttiekitty4644,False,UgxInUChx4lFDEM7TQ14AaABAg,ZAYNEEEEE OMG,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9426857829093933
@Mingoo0406,False,UgxhTrgXWf_gMPXA1qZ4AaABAg,OMG MY ZAYNE IS SO HOT WITH ALL THE ACTIONS AND GUN 😍🫠🔥,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9993714690208435
@Shaza_the_traveler,False,Ugz6qm2Z0ii9H2r4LGN4AaABAg,"Wow 🤯.. i can't describe how awesome this is 🔥🔥 .. Zayne with a leather jacket is so cool ❤❤❤ .. you almost gave me a heart attack 😂 
We were having a lovely time among the flowers and it's time to some action 😂🔥",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9998480081558228
@sostoopid5668,False,UgwaOaRe4iLegbbSzUB4AaABAg,WAIT WAIT WAIT I WASN'T READYYYYYY AAAAAAAA,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9985018968582153
@latenightcrazies,False,Ugykvm_Wj0Wy41QijQl4AaABAg,WE EATING GOOD TODAY,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9998559951782227
@wenvqz.56,False,UgzgxCZF-y2GgJZOlHV4AaABAg,What is happening? Oh My G!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9981513619422913
@cosmicsckc,False,UgzNAeiekWxDKNQ3eAN4AaABAg,I am so READY,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9996196031570435
@SaltedCaramelLatte,False,UgzecpD3yKCYWYkiu6V4AaABAg,"4 new chapters is great, been waiting for so long! I do hope the dev could consider giving us more regular main story updates tho. Is a chapter per month asking for too much? 😢",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9984408020973206
@MorganBlood,False,UgwppmlaA_xnJDH94tR4AaABAg,Dawnbrakers time has come ✨️🖤✨️🖤✨️🖤✨️🖤✨️,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9963705539703369
@Sakura913,False,UgxWLQKHSWk5WP2q59J4AaABAg.AIDCi4MjB3yAIDjU7j8Mkb,"AGREED! I need this to be a full-fledged series SO BADLY 😭👏😭👏😭

Peace Out! ^_^",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,4 weeks ago,0,UgxWLQKHSWk5WP2q59J4AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,37,NEGATIVE,0.9964210987091064
@cikennudel,False,UgxWLQKHSWk5WP2q59J4AaABAg.AIDCi4MjB3yAIEQmIjk9xD,"YESSS! A LADS animation series in this style would be absolutely epic. The concept, the storylines, the characters, the OST—all carried already 😩🔥",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,4 weeks ago,0,UgxWLQKHSWk5WP2q59J4AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,15,NEGATIVE,0.9974308609962463
@ChimeraLotietheBunny,False,UgxWLQKHSWk5WP2q59J4AaABAg.AIDCi4MjB3yAIGhzscov5E,Agreed,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,4 weeks ago,0,UgxWLQKHSWk5WP2q59J4AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,0,POSITIVE,0.999698281288147
@LadyRouge532,False,UgxWLQKHSWk5WP2q59J4AaABAg.AIDCi4MjB3yAIL5_sizzee,I need a K-Drama version of this  😍,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,3 weeks ago,0,UgxWLQKHSWk5WP2q59J4AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,2,POSITIVE,0.987441897392273
@ilaydabekaroglu7842,False,UgxWLQKHSWk5WP2q59J4AaABAg.AIDCi4MjB3yAIvQtZn46kN,"I mean, some visual novels like Fate Stay Night got their own anime series. Not to mention Fate Grand Order. So I wouldn't say it's impossible. I would totally watch it.",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,13 days ago,0,UgxWLQKHSWk5WP2q59J4AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,0,NEGATIVE,0.9673471450805664
@misalisa8433,False,Ugy0jIZNlJ-N4kWge0t4AaABAg,"MY GODDDDDDDDDDDDDDDDDD
SYLUSSSSSSSSSS❤❤❤❤❤❤❤",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9861052632331848
@minsuhye023,False,UgwHEqISR9kUB5hpFsJ4AaABAg,ZAYNE HOLDS A NEEDLE AND A GUN I'M DEAD BYE,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9913113117218018
@thatwasmethere3526,False,UgwDM7RmUbATT7XgwjN4AaABAg,"Omg 
Such movie!",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.9887082576751709
@marchrithe,False,UgxQhIHQ8KrAocfsS694AaABAg,FIREEEE🔥🔥🔥🔥🔥Zayne's girlieee we on fireee,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9740239381790161
@lwimlwinzaw5185,False,UgxbQTSwEgjdvH8nfFR4AaABAg,Next Update? Xavier and Caleb? Rafayel and NML? 👀 I can't wait!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.973188579082489
@gogogogogojosatoru4569,False,UgzS8reNrSEf-1fWClR4AaABAg,disuguhi dua orang ini sekaligus ❤❤❤❤❤❤❤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.8637672066688538
@MuhammadamirKhan-j3i,False,Ugyks2Y6dEUHCBwhvJZ4AaABAg,"I THINK IM GOING TO EXPLODE THEY LOOK HOT WHEN THEIR TOGETHER BXLSJDJSKCHSLCHEKXJDIDHFJF


MY BRAIN ISN'T BRAINING NOW",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9640893340110779
@kirasimmie9790,False,UgzLUhVxs5xfl2R2p2t4AaABAg,why this vibe giving fast and furious 😍 gawd sylus,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9984318614006042
@lwimlwinzaw5185,False,UgzB4zEaH6Bacc_wWH14AaABAg,Zayne's so hot like that,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.999098539352417
@via_nn.e,False,UgxRnhDsBlldQlku7Fl4AaABAg,OH MY FRICKING GOSH IS THIS REAAAALLL,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9975053668022156
@lwimlwinzaw5185,False,UgxhEiOONrbZrzVE6mh4AaABAg,my storage is already crying your new update,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,2,NEGATIVE,0.9985458850860596
@pinkbloodsquad7766,False,UgwiDw0PpOUzHeTf7K94AaABAg,DOUBLE DADDIES,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,POSITIVE,0.9763134121894836
@chizupuff,False,UgxCI5hJrZK6gqL5_H94AaABAg,OMGGGGGGGG MY TWO HUSBANDS TOGETHER OH MY GOODNESS THIS IS THE BEST THING THAT HAS EVER HAPPENED SO FAR OH MY LORD HAVE MERCY TYSM INFOLD 😩😩😩🙏🙏🙏💗💗💗,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,8,POSITIVE,0.9873937368392944
@chrinneon,False,Ugx4LXyRMuC2uE6irfB4AaABAg,HELL YEAH !! THEY GOT CAR CHASE ANIMATED 🔥🔥🔥,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9936476349830627
@ririval,False,Ugxsnm2FosGZL3JQmgJ4AaABAg,i cant fakkin wait,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.7127792835235596
@CamilaGavilanes-v8y,False,UgzH-qZkmGLKSYq8Y114AaABAg,PERIOD,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9321250319480896
@annalubalova7593,False,Ugx8QBTrt_0hx4AfNV54AaABAg,"Oh my, oh my 😮 This REALLY MADE ME SPEECHLESS. I STILL CAN'T BELIEVE WHAT I SAW... SO, WILL WE FINALLY GET A CHANCE TO SEE MEETING OR CONFRONTATION BETWEEN 2 LI?! HELL YEAH 😍🙏 AND MC IS MY GIRL AGAIN, SHE'S JUST WONDERFUL. GO GO GIRL ❤",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9995648264884949
@kakemily,False,Ugx-PwmSl-KeBhSfNPF4AaABAg,คลินิกทำฟันใกล้ชั้นนน คุมหมอกร้าวใจมาก,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.7850582599639893
@SophiaBhatti,False,Ugzxpa5mSTZQykUHtAZ4AaABAg,ARE WE FINALLY GOING ON A JOYRIDE WITH SYLUS??!!! AND ZAYNE WITH A GUN!! YES PLEASE,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,POSITIVE,0.988757312297821
@blackopium222,False,UgxyOB4TN3CQXy5leX54AaABAg,am i the only one thinking they have really improved with the animations lately??!?!?? loving it!!! 🤍,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.9717435240745544
@avocadoooooos9549,False,UgxfUZAdd8G_YMvACIB4AaABAg,"Zayne being my least favorite Li and he's testing me like, first that drunk Zayne, and  now this!?",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9918243288993835
@minsuhye023,False,UgxwpndnkpCW3IbqZDV4AaABAg,MY CHEST HURTS FROM THE EXCITEMENT😩😩😭😭,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9984499216079712
@emmaeemeli,False,UgxfqgJDcATHzqJTR7V4AaABAg,I CANNOT WAIT MY STORAGE SPACE IS READY,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9626189470291138
@jelpeat.53,False,UgzmbE82j4vy3hUCtal4AaABAg,Hahaha...parang pang block buster movie lang ah..,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9562061429023743
@cat-pl7sj,False,UgyZyHfRfHhSBARXX1V4AaABAg,SYLUS ❤️❤️❤️❤️😭😭😭😭😭❤️❤️❤️❤️❤️,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9210256934165955
@Kenshinblade1,False,UgwwSObj17su5rxzTFp4AaABAg,Omg Im excited again! At first I imagine Sylus and Zayne was fighting each other. Lol ❤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago (edited),0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9967460632324219
@Kamyu02,False,UgzfWP08lTTgWLF03GZ4AaABAg,Woooo animations are so cool ! I can't wait !!! 🔥🔥🔥🤩🤩🤩,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9992679953575134
@zunzeni,False,UgyvPYMUq_wZCXmemrZ4AaABAg,WOAH,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.998206615447998
@stephaniecruz6518,False,Ugy-gg5z8QeOSIZxxId4AaABAg,AHHHH SYLUSSSS!!! CANT WAIT,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9901857376098633
@NadhilaShabrina,False,Ugwvilo4vlGguBYhSAB4AaABAg,I'm Sylus girlie but seeing Zayne jumping down like that got me collaps immadiately 🤜🥹,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.6750966906547546
@jennieCalebzayne,False,Ugz65nL4jye7AMovcy94AaABAg,"ZAYNE GIRLY RAAWR OUR HUSBAND 
LOOK SOOO FKING GOOD",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.99899822473526
@YolandaTurlough,False,UgzhQAEkzTcLPz2LMWx4AaABAg,DAWNBREAKER LETS GOOOOOOOOOO,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9555434584617615
@souls0ffire,False,Ugw9vFgRCqi4m9qgRrZ4AaABAg,"LaDS is clearly experimenting w fast & furious and John Wick themes, so the action fan in me is NOT DISAPPOINTED 🤘🏼🔥",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago (edited),0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9978887438774109
@AfterKare,False,Ugwho6MGggYi7xQndIF4AaABAg,Yeah So I am a big fan of whatever the hell this is,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9984629154205322
@breepink132,False,UgzNtUsl_rNe3U8NI5h4AaABAg,Bro wth 😂,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,POSITIVE,0.9993510842323303
@Gchann174,False,UgyVFx7IDVVOu9uzBLB4AaABAg,ZAYNE AND SYLUS IN ACTION🤩🤩🤩🤩🤩,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9520342350006104
@FallenxQueen,False,UgwubogBQSyFigL9XHR4AaABAg,My daddy Zayne Dawnbreaker is back 😍😍😍,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.999180018901825
@msffajardo,False,UgwsbWAtv5OHKV2UJ1l4AaABAg,My snowcrow heart is so full ❤🔥 been watching this trailer for the nth time,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,POSITIVE,0.9805271625518799
@zoyakhatoon3937,False,UgypigrUBitIGiAf4-Z4AaABAg,Oh my my I've been craving to see Zayne like this now we get this outfit 🔥.... and Sylus looks so cool and badazz as always ❤❤💯💯💯,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,POSITIVE,0.992215096950531
@FatimahDewiJustFadeSullivan937,False,UgwFCKQ4wy8rJddhvJF4AaABAg,"I'M FREAKING OUT 😍😍 my two main guys IN ACTION ❤️❤️

SENDING LOVE TO ALL HARDWORKERS AT INFOLD 💝💝 YOU GUYS AMAZING 🌹🌹",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,POSITIVE,0.9997060894966125
@ニャッシーちゃん,False,Ugwsyld7uLq4u0UvXfJ4AaABAg,OH MY GOD ITS FINALLY HERE,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9974395036697388
@azunyann_,False,Ugx1W0stKrwf7KvSfHl4AaABAg,ZAYNE HOLDING A GUNNN SHEESHHHHHH WNAEKABFDSJEFKSRWF,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9882797002792358
@btobsaranghaeyo126,False,Ugz-WAVn6gxoDnIJeF54AaABAg,SYLUS AND DAWNBREAKER HELL YEAHH LET'S GO I'M SO READY FOR IT,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9848166108131409
@krungkronch1947,False,UgwsWiEJuWgWJ3E8ADd4AaABAg,SNOWCROW!!!!! SNOWCROW!!!! SNOWCROW!!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9578397274017334
@PurpleCuddlebug,False,UgyIHvoadMjnGWZs7jJ4AaABAg,"For a split second I thought they were working together. I was all “oh crap. Okay, daddy…so…I can explain…” 😂😅",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9723536968231201
@yanderegal5306,False,UgzBDl_xtshjK3O85MJ4AaABAg,SYLUS ON TOP OF THE CAR DOES SOMETHING TO MEEEEEEEE,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9917008280754089
@fireriver_,False,UgwZwLboyjmyqQJ9ry14AaABAg,😮😮😮,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.8608464598655701
@bleakrainbow8140,False,UgyEkt1bZBQ7aF84s-J4AaABAg,THIS IS CRAZYYYYY IM LOSING MY MINDDDD AND THE DUALITY OF THESE MEN??? SYLUS' COCKINESS AND ZAYNE'S CALMNESS!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.9992305040359497
@colorlover128,False,UgyDNzY5qhXoPZcwIhJ4AaABAg,THIS IS A WHOLE ACTION FILMM,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9979650974273682
@Pandabears400,False,Ugw8Qx0RZ3VVD8DkfeF4AaABAg,I think my heart just stopped. My man Sylus. Oh my......😵❤😍,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9845325350761414
@BTS---ARMY-7ANGLES,False,UgwVHuMbOEs7ly2-S2B4AaABAg,"Let's gooooooo
We love you infold",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9978836178779602
@lilmeowzz,False,UgwVnedbAlR8hva7Se14AaABAg,THEY BROUGHT SYLUS BACKKKK!!!!!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.7412263751029968
@nadiasimamora546,False,Ugwf74s0au3WqycPrBZ4AaABAg,A new main story? Seriously? Why are the trailers always so cool?! (>_<),1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9962024092674255
@TheSlayest,False,UgzNY2vRC8HJn2S-N7p4AaABAg,ARE YOU READY TO BLOW OFF YOUR SAVINGS LADIES?! 🔥🔥🔥,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9981802701950073
@teasoul08,False,UgxQISZs-XPEJao7zgV4AaABAg,"Okay, I'll forgive you for returning Zayne's myths after taking all my gems.",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.8428828716278076
@annanguyen9231,False,UgwggxQy066D3ooc4xV4AaABAg,0:23 Excuse me?!?! Are we stepping on Sylus right now??  😤😤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9968593120574951
@weepingpegasus4973,False,UgxssgjGHWkQYbH5hsN4AaABAg,AAAAH,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9615458846092224
@Hyunsikacayy,False,Ugyq0EIJ4acJxLpwJgJ4AaABAg,brooooooo,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.976673424243927
@euphorianyx5027,False,UgxOpMNJfKFeSrKSS1J4AaABAg,MY TWO MAINS IN ACTION?? They really snapped with this one I am soooo exciteeeddddd,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9854269027709961
